CPB;titulo;ano;cat;instrumento;critica_indice_1_5;critica_n_fontes;cita_n_papers;cita_soma_cit;IMDB_VOTES;qid;L;L_nonpten;pv2024;sitelinks
B1800468000000;PESSOAS HUMANAS;2018;Coprodução Intl;FSA puro;0.0;0;;;;;0;0;0;0
B1800215300000;UMA VIAGEM INESPERADA;2018;Coprodução Intl;Misto FSA+Renúncia;4.5;1;;;;;0;0;0;0
B1900322000000;VIVIR ALLÍ NO ES EL INFIERNO ES EL FUEGO DEL DESIERTO.LA PLENITUD DE LA VIDA QUEDÓ AHÍ COMO UN ÁRBOL;2018;Coprodução Intl;FSA puro;3.2;1;;;9.0;;0;0;0;0
B2000043400000;A OUTRA PELE;2019;Coprodução Intl;FSA puro;4.058;2;;;;;0;0;0;0
B1900541900000;BREVE HISTÓRIA DO PLANETA VERDE;2019;Coprodução Intl;FSA puro;0.0;0;;;242.0;;0;0;0;0
B1900050800000;POETAS DO CÉU;2019;Coprodução Intl;FSA puro;0.0;0;;;;;0;0;0;0
B2000556700000;A BARQUEIRA;2020;Coprodução Intl;FSA puro;0.0;0;;;;;0;0;0;0
B2000184900000;A HISTÓRIA DO MEU NOME;2020;Coprodução Intl;Misto FSA+Renúncia;3.77;1;;;;;0;0;0;0
B2100148000000;TANTAS ALMAS;2021;Coprodução Intl;FSA puro;0.0;0;;;327.0;;0;0;0;0
B2200208200000;LAS VACACIONES DE HILDA;2022;Coprodução Intl;FSA puro;0.0;0;;;20.0;;0;0;0;0
B2300174400000;FANTASMA;2023;Coprodução Intl;Misto FSA+Renúncia;3.7;1;;;;;0;0;0;0
B2300315200000;LA ESTRATÉGIA DEL MERO;2023;Coprodução Intl;FSA puro;0.0;0;;;;;0;0;0;0
B1800358900000;A FAMÍLIA SUBMERSA;2018;Coprodução Intl;FSA puro;3.9;1;;;;;0;0;0;0
B2100075500000;LAMAÇAL;2021;Coprodução Intl;FSA puro;0.0;0;;;;;0;0;0;0
B2000332000000;AVÓ DEZANOVE E O SEGREDO DO SOVIÉTICO;2020;Coprodução Intl;FSA puro;4.062;2;;;;;0;0;0;0
B2100120000000;PEDRO E INÊS;2020;Coprodução Intl;FSA puro;0.0;0;;;569.0;;0;0;0;0
B2100241700000;ESCRITA ÍNTIMA;2021;Coprodução Intl;FSA puro;0.0;0;;;;;0;0;0;0
B2100277700000;LA TEORIA DE LOS VIDRIOS ROTOS;2021;Coprodução Intl;FSA puro;0.0;0;;;106.0;Q109239205;3;2;3975;3
B2100119800000;MATEÍNA;2021;Coprodução Intl;FSA puro;0.0;0;;;54.0;Q111192366;1;1;2466;1
B2200298400000;O BAILE DOS 41;2021;Coprodução Intl;Misto FSA+Renúncia;0.0;0;;;;;0;0;0;0
B1500542700000;TORI, A DETETIVE;2015;Bilheteria · Produtora;FSA puro;0.0;0;0.0;;;;0;0;0;0
B1800078700000;TORI, A DETETIVE;2017;Bilheteria · Produtora;FSA puro;0.0;0;0.0;;;;0;0;0;0
B1900209700000;PACARRETE;2019;Arranjos Regionais;FSA puro;4.0;2;0.0;;462.0;;0;0;0;0
B2000142400000;MARES DO DESTERRO;2020;Arranjos Regionais;FSA puro;4.223;2;;;;;0;0;0;0
B2000484500000;O NOVELO;2020;Arranjos Regionais;FSA puro;0.0;0;1.0;0.0;75.0;;0;0;0;0
B2000461200000;VALENTINA;2020;Arranjos Regionais;FSA puro;0.0;0;1.0;0.0;424.0;Q109354694;1;0;4127;1
B2200250200000;NOITES ALIENÍGENAS;2022;Arranjos Regionais;FSA puro;3.575;2;2.0;1.0;353.0;Q113762801;1;0;3037;1
B2200012900000;REPRESA;2022;Arranjos Regionais;FSA puro;0.0;0;0.0;;15.0;;0;0;0;0
B2300179900000;NADA;2023;Arranjos Regionais;Misto FSA+Renúncia;4.259;2;0.0;;;;0;0;0;0
B1900300800000;BENTO;2019;Arranjos Regionais;Misto FSA+Renúncia;4.127;2;;;5.0;;0;0;0;0
B2000141100000;ALÉM DA LENDA - FILME;2020;Arranjos Regionais;FSA puro;3.97;2;;;13.0;;0;0;0;0
B2000100300000;PASSAGEM SECRETA;2020;Arranjos Regionais;FSA puro;0.0;0;;;47.0;Q111273930;1;0;1186;1
B2000378500000;PEQUENOS GUERREIROS;2020;Arranjos Regionais;FSA puro;3.708;2;0.0;;15.0;;0;0;0;0
B2000292100000;PIRÔCO;2020;Arranjos Regionais;FSA puro;0.0;0;;;;;0;0;0;0
B2000202100000;POROPOPÓ;2020;Arranjos Regionais;FSA puro;0.0;0;;;;Q123738437;1;0;938;1
B2100262500000;DESPEDIDA;2021;Arranjos Regionais;Misto FSA+Renúncia;4.0;1;;;13.0;Q122706763;1;1;348;1
B2200145800000;A CAVERNA DE ESTELA;2022;Arranjos Regionais;FSA puro;3.49;2;0.0;;;;0;0;0;0
B2200149500000;ALICE DOS ANJOS;2022;Arranjos Regionais;FSA puro;4.273;2;0.0;;103.0;;0;0;0;0
B2200087600000;CHICO - MEU AMIGO INVISÍVEL;2022;Arranjos Regionais;FSA puro;2.9;1;0.0;;;;0;0;0;0
B2200136500000;FABULOSOS JOÃO E MARIA;2022;Arranjos Regionais;Misto FSA+Renúncia;4.0;1;0.0;;;;0;0;0;0
B2200047500000;HOSPITAL DE BRINQUEDOS;2022;Arranjos Regionais;FSA puro;4.045;2;2.0;17.0;;;0;0;0;0
B2300513100000;OMEGATRONE - O PODER DOS 5 REINOS;2023;Arranjos Regionais;FSA puro;4.147;2;;;;;0;0;0;0
B1900050700000;A TERRA NEGRA DOS KAWA;2018;Arranjos Regionais;FSA puro;2.9;1;;;10.0;;0;0;0;0
B1900059200000;MUDANÇA;2018;Arranjos Regionais;FSA puro;4.095;2;4.0;0.0;14.0;;0;0;0;0
B1900533600000;EU, NIRVANA;2019;Arranjos Regionais;FSA puro;0.0;0;;;;;0;0;0;0
B1900307100000;NO CORAÇÃO DO MUNDO;2019;Arranjos Regionais;Misto FSA+Renúncia;4.3;1;;;422.0;Q61642186;3;2;2065;3
B1900410500000;TRÊS VERÕES;2019;Arranjos Regionais;FSA puro;0.0;0;;;654.0;Q66588063;4;2;12173;4
B2000386800000;CABEÇA DE NÊGO;2020;Arranjos Regionais;FSA puro;4.21;1;0.0;;266.0;Q97182995;1;0;4032;1
B2000312900000;MARTE UM;2020;Arranjos Regionais;FSA puro;3.907;2;;;2604.0;Q111461358;6;4;18942;6
B2000402100000;UM DIA COM JERUSA;2020;Arranjos Regionais;FSA puro;4.123;2;;;75.0;;0;0;0;0
B2100339300000;PATERNO;2021;Arranjos Regionais;FSA puro;0.0;0;;;;;0;0;0;0
B2300289500000;DENTRO DA CAIXINHA;2023;Arranjos Regionais;Misto FSA+Renúncia;4.4;1;;;;;0;0;0;0
B2300561400000;O MENINO MAIS RICO DO MUNDO;2023;Arranjos Regionais;FSA puro;4.5;1;2.0;0.0;;;0;0;0;0
B1800264200000;CARVANA;2018;Arranjos Regionais;Misto FSA+Renúncia;0.0;0;;;;;0;0;0;0
B1800515000000;CHUVA É CANTORIA NA ALDEIA DOS MORTOS;2018;Arranjos Regionais;FSA puro;4.003;2;;;884.0;Q53997860;7;5;5711;7
B1800150600000;O CHALÉ É UMA ILHA BATIDA DE VENTO E CHUVA;2018;Arranjos Regionais;FSA puro;3.5;2;;;;;0;0;0;0
B1800561900000;SERVIDÃO;2018;Arranjos Regionais;FSA puro;0.0;0;1.0;0.0;;;0;0;0;0
B1900203000000;CHÃO;2019;Arranjos Regionais;FSA puro;0.0;0;5.0;3.0;231.0;Q64341901;1;1;185;1
B1900189800000;EMPATE;2019;Arranjos Regionais;FSA puro;0.0;0;2.0;1.0;;;0;0;0;0
B1900093600000;ESTOU ME GUARDANDO PARA QUANDO O CARNAVAL CHEGAR;2019;Arranjos Regionais;FSA puro;3.062;2;;;955.0;Q61723885;2;1;3442;2
B1900623300000;OS OSSOS DA SAUDADE;2019;Arranjos Regionais;FSA puro;3.709;2;;;9.0;;0;0;0;0
B2100371800000;MARIAS;2021;Arranjos Regionais;Misto FSA+Renúncia;0.0;0;;;;;0;0;0;0
B2200361800000;MÔA, RAIZ AFRO MÃE;2022;Arranjos Regionais;Misto FSA+Renúncia;3.5;1;;;;;0;0;0;0
B2300366600000;KUNHÃ KARAI E AS NARRATIVAS DA TERRA;2023;Arranjos Regionais;FSA puro;3.0;1;;;;;0;0;0;0
B2100362700000;SEBASTIANA;2021;Arranjos Regionais;Misto FSA+Renúncia;0.0;0;;;;;0;0;0;0
B2200497200000;ODOYÁ;2022;Arranjos Regionais;FSA puro;0.0;0;0.0;;;;0;0;0;0
B2300286800000;ÁRIA;2023;Arranjos Regionais;FSA puro;0.0;0;1.0;1.0;;;0;0;0;0
B2300531100000;POING;2023;Arranjos Regionais;FSA puro;0.0;0;;;;;0;0;0;0
B2300322500000;TRONIK;2023;Arranjos Regionais;FSA puro;0.0;0;;;;;0;0;0;0
B2100427500000;NOITE DE FOGO;2021;Automático Festivais;FSA puro;4.38;2;;;;;0;0;0;0
B2200442800000;MEDUSA;2022;Automático Festivais;Misto FSA+Renúncia;3.02;1;15.0;0.0;984.0;Q111144593;4;3;9234;5
B2300440300000;A FESTA DE LÉO;2023;Automático Festivais;Misto FSA+Renúncia;3.363;1;;;46.0;;0;0;0;0
B2300345600000;ANGELA;2023;Automático Festivais;Misto FSA+Renúncia;3.573;2;;;;;0;0;0;0
B2300484100000;EROS;2023;Automático Festivais;FSA puro;0.0;0;;;42.0;Q130529549;0;0;0;0
B2300130000000;O ULTIMO EPISÓDIO;2023;Automático Festivais;FSA puro;3.98;1;;;50.0;;0;0;0;0
B2300165900000;PORNOMELANCOLIA;2023;Automático Festivais;FSA puro;0.0;0;;;513.0;Q113383724;2;2;1967;2
B1900363600000;MARÉS;2018;Automático Bilheteria;Misto FSA+Renúncia;4.223;2;;;16.0;;0;0;0;0
B2000484000000;A SOGRA PERFEITA;2020;Automático Bilheteria;Misto FSA+Renúncia;4.083;2;0.0;;197.0;Q106459275;1;0;5618;1
B2200393900000;ME CHAMA QUE EU VOU;2022;Automático Bilheteria;Misto FSA+Renúncia;3.52;2;;;42.0;;0;0;0;0
B2300472200000;Ó PAÍ, Ó 2;2023;Automático Bilheteria;Misto FSA+Renúncia;3.878;2;;;760.0;Q123575795;1;0;39442;1
